Age,Income,EmploymentYears,HomeOwnership,CreditScore,DebtToIncomeRatio,PaymentHistory,LoanAmount,LoanPurpose,Default
32,49300.0,4.7,RENT,609,0.384,1,10400.0,DEBT_CONSOLIDATION,1
28,82000.0,0.2,MORTGAGE,564,0.54,2,10500.0,PERSONAL,0
25,35400.0,0.8,OWN,447,0.15,4,10300.0,HOME_IMPROVEMENT,0
43,43700.0,2.8,OWN,651,0.439,1,9400.0,EDUCATION,0
68,69000.0,12.8,MORTGAGE,603,0.143,3,1400.0,VENTURE,0
62,30300.0,10.9,MORTGAGE,641,0.339,3,4000.0,HOME_IMPROVEMENT,1
61,36100.0,1.3,OWN,620,0.648,2,7600.0,HOME_IMPROVEMENT,1
22,27300.0,2.2,MORTGAGE,630,0.134,5,2000.0,HOME_IMPROVEMENT,0
23,88400.0,1.1,MORTGAGE,594,0.204,2,31400.0,DEBT_CONSOLIDATION,1
43,106000.0,13.9,MORTGAGE,600,0.227,2,38100.0,VENTURE,1
71,22300.0,19.5,OWN,584,0.406,3,1900.0,HOME_IMPROVEMENT,0
21,45700.0,0.3,RENT,644,0.6,2,16300.0,HOME_IMPROVEMENT,1
36,99100.0,5.0,MORTGAGE,568,0.379,0,23100.0,VENTURE,0
37,59800.0,3.5,MORTGAGE,760,0.539,3,20800.0,EDUCATION,0
50,38400.0,8.6,MORTGAGE,659,0.112,0,10000.0,HOME_IMPROVEMENT,0
37,22600.0,3.5,MORTGAGE,537,0.635,1,8400.0,EDUCATION,0
66,87200.0,11.5,MORTGAGE,677,0.312,1,16600.0,EDUCATION,0
29,58700.0,3.5,MORTGAGE,588,0.496,3,23400.0,DEBT_CONSOLIDATION,1
64,23500.0,20.3,OTHER,743,0.277,1,8200.0,HOME_IMPROVEMENT,0
18,88900.0,0.0,MORTGAGE,610,0.29,1,22800.0,HOME_IMPROVEMENT,1
43,22000.0,4.5,MORTGAGE,771,0.256,1,4100.0,MEDICAL,0
31,43900.0,2.5,MORTGAGE,739,0.201,1,11200.0,EDUCATION,0
55,42900.0,2.6,OWN,850,0.318,0,12800.0,DEBT_CONSOLIDATION,1
54,110100.0,2.6,MORTGAGE,667,0.23,1,15700.0,DEBT_CONSOLIDATION,0
28,43000.0,5.7,MORTGAGE,715,0.23,0,9800.0,DEBT_CONSOLIDATION,0
53,42900.0,12.0,OTHER,661,0.367,0,15400.0,DEBT_CONSOLIDATION,0
30,24800.0,1.0,OWN,666,0.502,2,9500.0,HOME_IMPROVEMENT,0
60,35600.0,2.7,MORTGAGE,758,0.545,0,9200.0,HOME_IMPROVEMENT,0
20,32600.0,0.2,RENT,721,0.122,0,2800.0,DEBT_CONSOLIDATION,0
50,33400.0,5.7,RENT,652,0.165,1,10500.0,PERSONAL,0
23,49200.0,3.1,OWN,765,0.364,1,5600.0,MEDICAL,0
67,15000.0,18.1,OTHER,740,0.363,0,1300.0,EDUCATION,0
73,23000.0,22.6,RENT,784,0.544,1,4000.0,VENTURE,0
27,46400.0,1.0,OTHER,757,0.257,3,5700.0,HOME_IMPROVEMENT,1
22,52100.0,0.6,RENT,631,0.323,1,11200.0,HOME_IMPROVEMENT,1
40,43600.0,2.6,RENT,623,0.172,2,1000.0,PERSONAL,0
27,48000.0,1.5,MORTGAGE,625,0.178,2,13400.0,HOME_IMPROVEMENT,0
61,40000.0,20.3,RENT,722,0.129,0,7600.0,PERSONAL,0
19,48600.0,0.3,MORTGAGE,767,0.083,2,5800.0,EDUCATION,0
30,60900.0,5.6,MORTGAGE,744,0.438,0,7300.0,DEBT_CONSOLIDATION,0
57,60700.0,7.9,MORTGAGE,545,0.193,3,2000.0,DEBT_CONSOLIDATION,0
19,34700.0,0.5,OTHER,602,0.359,1,3900.0,PERSONAL,1
37,77500.0,2.8,OWN,714,0.298,3,4600.0,EDUCATION,0
18,53000.0,0.0,RENT,758,0.124,0,9800.0,MEDICAL,0
54,90800.0,1.5,MORTGAGE,684,0.397,3,18500.0,DEBT_CONSOLIDATION,1
26,100400.0,2.1,MORTGAGE,782,0.466,0,33200.0,VENTURE,0
34,23800.0,0.5,OWN,508,0.432,2,5800.0,PERSONAL,1
26,31900.0,4.6,MORTGAGE,643,0.273,2,7900.0,EDUCATION,1
28,73600.0,1.1,OTHER,773,0.372,1,3800.0,PERSONAL,0
32,21300.0,5.8,MORTGAGE,687,0.246,2,3600.0,EDUCATION,0
41,99700.0,1.3,MORTGAGE,595,0.26,1,32000.0,VENTURE,0
55,41300.0,11.1,OWN,723,0.417,0,10100.0,HOME_IMPROVEMENT,0
72,65400.0,13.4,RENT,670,0.251,1,10400.0,HOME_IMPROVEMENT,0
52,46200.0,10.8,RENT,623,0.228,3,8500.0,DEBT_CONSOLIDATION,1
47,24400.0,8.8,MORTGAGE,534,0.39,2,2000.0,PERSONAL,1
48,83100.0,11.3,MORTGAGE,715,0.3,3,1800.0,MEDICAL,0
66,194000.0,7.6,MORTGAGE,573,0.119,2,8100.0,VENTURE,1
22,37900.0,0.2,MORTGAGE,831,0.253,0,5200.0,MEDICAL,0
61,41700.0,5.1,MORTGAGE,517,0.371,4,5400.0,VENTURE,1
67,15000.0,24.7,OTHER,664,0.476,2,4500.0,VENTURE,0
31,96400.0,3.0,RENT,720,0.33,0,7000.0,EDUCATION,1
70,77300.0,14.6,MORTGAGE,578,0.432,6,23700.0,HOME_IMPROVEMENT,1
73,20600.0,2.5,OTHER,603,0.563,1,6100.0,EDUCATION,1
28,17500.0,3.1,OWN,728,0.4,0,1900.0,VENTURE,0
26,18500.0,0.3,MORTGAGE,583,0.252,1,5200.0,DEBT_CONSOLIDATION,1
51,67700.0,9.8,MORTGAGE,813,0.377,0,9600.0,DEBT_CONSOLIDATION,1
29,71100.0,2.0,OWN,664,0.289,0,3900.0,VENTURE,0
52,30900.0,13.6,OWN,626,0.112,2,8100.0,HOME_IMPROVEMENT,0
52,62900.0,10.7,MORTGAGE,789,0.438,0,20200.0,HOME_IMPROVEMENT,0
18,53100.0,0.0,RENT,575,0.584,3,20500.0,VENTURE,1
57,40800.0,9.0,RENT,798,0.549,0,9400.0,HOME_IMPROVEMENT,0
39,79600.0,13.0,MORTGAGE,581,0.585,2,18500.0,HOME_IMPROVEMENT,1
46,26800.0,6.7,MORTGAGE,760,0.381,1,5500.0,VENTURE,0
25,87000.0,3.5,MORTGAGE,809,0.411,0,11400.0,DEBT_CONSOLIDATION,0
28,34100.0,0.8,MORTGAGE,651,0.391,2,2800.0,EDUCATION,0
58,119500.0,6.5,RENT,651,0.274,1,15000.0,VENTURE,0
54,29700.0,2.4,MORTGAGE,637,0.356,1,4600.0,HOME_IMPROVEMENT,0
31,41100.0,0.2,OWN,597,0.223,1,12400.0,PERSONAL,1
47,50500.0,1.9,OWN,666,0.22,1,3500.0,PERSONAL,0
52,50300.0,7.1,OTHER,732,0.294,0,4600.0,PERSONAL,0
38,62700.0,1.5,OWN,707,0.549,1,24400.0,PERSONAL,1
54,25800.0,2.4,RENT,700,0.557,2,1700.0,MEDICAL,1
22,48100.0,0.4,OWN,601,0.295,3,18000.0,HOME_IMPROVEMENT,0
36,52500.0,4.7,MORTGAGE,573,0.555,4,3900.0,HOME_IMPROVEMENT,0
31,37700.0,2.7,MORTGAGE,801,0.471,0,8600.0,MEDICAL,1
43,60000.0,6.5,RENT,553,0.221,3,10100.0,EDUCATION,0
21,25000.0,0.8,MORTGAGE,647,0.385,1,4600.0,MEDICAL,0
42,41600.0,2.6,OWN,720,0.201,0,12000.0,HOME_IMPROVEMENT,0
62,33600.0,25.8,MORTGAGE,781,0.29,0,9200.0,DEBT_CONSOLIDATION,1
59,41700.0,11.8,MORTGAGE,661,0.276,2,15800.0,EDUCATION,1
42,101100.0,6.9,RENT,681,0.751,2,29300.0,DEBT_CONSOLIDATION,1
35,102100.0,3.7,RENT,622,0.329,0,25200.0,HOME_IMPROVEMENT,0
57,92500.0,1.2,RENT,798,0.201,0,7300.0,HOME_IMPROVEMENT,0
25,38900.0,0.2,OWN,769,0.224,1,7900.0,DEBT_CONSOLIDATION,0
56,77200.0,1.5,MORTGAGE,579,0.244,4,15900.0,HOME_IMPROVEMENT,0
57,51900.0,11.2,OTHER,712,0.42,1,13600.0,VENTURE,1
31,50200.0,1.4,RENT,650,0.184,2,8000.0,HOME_IMPROVEMENT,0
49,47200.0,13.4,OWN,684,0.409,0,3600.0,EDUCATION,0
68,118100.0,9.8,MORTGAGE,595,0.538,2,41600.0,EDUCATION,1
55,97000.0,1.9,RENT,503,0.236,1,2200.0,PERSONAL,0
50,71100.0,3.8,MORTGAGE,571,0.312,1,4700.0,EDUCATION,1
40,45000.0,5.3,OWN,615,0.404,2,8800.0,HOME_IMPROVEMENT,1
32,50000.0,0.2,OWN,620,0.381,0,17900.0,VENTURE,0
50,63900.0,5.1,RENT,472,0.568,1,3500.0,EDUCATION,1
42,37800.0,5.1,MORTGAGE,684,0.425,1,11400.0,MEDICAL,1
34,78400.0,5.9,MORTGAGE,547,0.207,2,9700.0,DEBT_CONSOLIDATION,1
50,30900.0,11.0,RENT,656,0.71,1,1900.0,DEBT_CONSOLIDATION,1
64,59600.0,7.6,MORTGAGE,565,0.443,1,21400.0,DEBT_CONSOLIDATION,1
72,15600.0,10.2,OTHER,516,0.412,2,6100.0,PERSONAL,0
19,37200.0,0.3,OWN,656,0.489,0,2800.0,EDUCATION,1
31,138500.0,3.0,RENT,643,0.221,2,44900.0,MEDICAL,1
70,82300.0,20.0,OWN,667,0.356,2,21700.0,EDUCATION,1
57,105600.0,16.2,OWN,787,0.258,1,9300.0,VENTURE,0
57,35100.0,18.8,OWN,716,0.581,2,9800.0,DEBT_CONSOLIDATION,0
68,51600.0,24.3,MORTGAGE,817,0.532,0,16900.0,DEBT_CONSOLIDATION,0
56,93100.0,17.5,MORTGAGE,635,0.253,1,18900.0,HOME_IMPROVEMENT,1
68,67300.0,21.3,MORTGAGE,602,0.291,1,24600.0,HOME_IMPROVEMENT,0
23,63200.0,0.4,OWN,696,0.291,2,13800.0,MEDICAL,0
23,110800.0,1.0,MORTGAGE,808,0.483,0,9000.0,EDUCATION,1
20,29100.0,0.5,OWN,570,0.347,0,8500.0,DEBT_CONSOLIDATION,1
24,44700.0,1.0,OWN,772,0.52,0,12400.0,HOME_IMPROVEMENT,0
68,20400.0,12.0,MORTGAGE,698,0.487,2,5600.0,MEDICAL,1
25,28400.0,0.3,MORTGAGE,624,0.227,2,10100.0,MEDICAL,1
59,83900.0,23.5,MORTGAGE,780,0.325,0,18200.0,HOME_IMPROVEMENT,0
69,31000.0,5.5,MORTGAGE,564,0.114,1,9000.0,VENTURE,0
32,70800.0,2.3,OWN,713,0.426,0,27100.0,DEBT_CONSOLIDATION,0
64,112300.0,0.4,RENT,645,0.401,2,7100.0,HOME_IMPROVEMENT,0
46,44800.0,15.2,MORTGAGE,749,0.158,0,7500.0,EDUCATION,1
50,63600.0,4.0,OWN,686,0.213,1,6300.0,EDUCATION,0
69,71100.0,5.8,MORTGAGE,747,0.16,1,9900.0,MEDICAL,0
47,26600.0,2.1,MORTGAGE,663,0.567,1,5900.0,HOME_IMPROVEMENT,0
56,36000.0,9.0,RENT,625,0.46,0,12300.0,PERSONAL,0
44,29700.0,14.8,RENT,653,0.549,0,5300.0,VENTURE,1
53,37500.0,0.6,RENT,674,0.249,1,8800.0,DEBT_CONSOLIDATION,0
46,70100.0,0.7,OTHER,688,0.566,3,23000.0,VENTURE,0
55,36400.0,7.1,MORTGAGE,714,0.64,0,13600.0,EDUCATION,1
74,48200.0,4.3,MORTGAGE,661,0.147,2,7400.0,DEBT_CONSOLIDATION,1
50,29100.0,1.2,OWN,714,0.312,1,2900.0,EDUCATION,1
54,90500.0,0.3,RENT,837,0.247,0,21500.0,DEBT_CONSOLIDATION,0
44,37300.0,11.9,OWN,602,0.212,5,13500.0,EDUCATION,0
72,105000.0,16.0,MORTGAGE,740,0.325,3,11200.0,EDUCATION,0
50,50500.0,6.1,OWN,605,0.402,2,10600.0,DEBT_CONSOLIDATION,1
21,24300.0,0.8,MORTGAGE,584,0.251,2,5200.0,PERSONAL,0
39,45000.0,6.7,OWN,774,0.441,2,16800.0,HOME_IMPROVEMENT,0
19,28800.0,0.2,OWN,587,0.396,1,5800.0,DEBT_CONSOLIDATION,0
27,65800.0,1.0,OWN,657,0.366,0,14600.0,PERSONAL,0
22,43000.0,0.9,MORTGAGE,595,0.695,2,3200.0,HOME_IMPROVEMENT,0
27,53200.0,1.5,MORTGAGE,850,0.601,0,10300.0,VENTURE,0
50,40800.0,1.4,MORTGAGE,657,0.459,1,6200.0,DEBT_CONSOLIDATION,0
71,37100.0,18.9,MORTGAGE,571,0.222,0,4100.0,HOME_IMPROVEMENT,0
55,30100.0,9.8,MORTGAGE,590,0.415,2,6600.0,DEBT_CONSOLIDATION,0
30,74500.0,1.9,RENT,829,0.426,0,23200.0,HOME_IMPROVEMENT,0
48,45000.0,13.6,MORTGAGE,642,0.796,0,4000.0,EDUCATION,0
64,41900.0,14.2,OWN,653,0.199,5,3200.0,HOME_IMPROVEMENT,1
53,44400.0,9.7,OWN,778,0.331,0,3100.0,EDUCATION,0
62,34900.0,4.8,MORTGAGE,761,0.147,0,10900.0,HOME_IMPROVEMENT,1
41,42000.0,12.3,RENT,589,0.585,5,13500.0,HOME_IMPROVEMENT,0
69,54300.0,12.5,OWN,596,0.664,2,19400.0,VENTURE,1
73,29200.0,35.4,RENT,615,0.205,1,11300.0,HOME_IMPROVEMENT,0
32,31400.0,2.0,OWN,633,0.555,0,5400.0,MEDICAL,1
46,97600.0,8.0,MORTGAGE,726,0.487,1,14000.0,DEBT_CONSOLIDATION,1
25,40900.0,1.7,RENT,653,0.286,1,16200.0,EDUCATION,1
22,37200.0,1.2,MORTGAGE,635,0.56,1,3000.0,PERSONAL,1
46,25000.0,8.1,MORTGAGE,660,0.685,6,1400.0,HOME_IMPROVEMENT,1
64,75000.0,5.2,RENT,614,0.227,2,12200.0,VENTURE,1
21,28900.0,0.3,OWN,784,0.315,0,1900.0,MEDICAL,0
29,48600.0,2.1,MORTGAGE,604,0.289,4,8100.0,DEBT_CONSOLIDATION,1
62,20900.0,19.8,MORTGAGE,662,0.38,3,4000.0,DEBT_CONSOLIDATION,0
19,73800.0,0.0,OTHER,709,0.313,1,19200.0,HOME_IMPROVEMENT,1
44,88300.0,0.8,RENT,713,0.477,2,26500.0,PERSONAL,0
48,62500.0,8.7,OWN,628,0.481,2,16500.0,HOME_IMPROVEMENT,1
68,22800.0,2.1,RENT,747,0.238,0,6700.0,VENTURE,0
68,74600.0,29.5,OWN,831,0.184,1,11600.0,DEBT_CONSOLIDATION,1
53,32400.0,0.6,OWN,804,0.133,0,6500.0,EDUCATION,0
53,27300.0,5.2,MORTGAGE,461,0.247,6,8100.0,PERSONAL,1
43,40500.0,5.7,RENT,653,0.491,0,3200.0,VENTURE,0
60,40100.0,4.2,RENT,607,0.661,2,11700.0,DEBT_CONSOLIDATION,1
44,38100.0,9.0,MORTGAGE,704,0.186,1,14600.0,HOME_IMPROVEMENT,0
22,92700.0,2.0,MORTGAGE,744,0.13,0,7300.0,HOME_IMPROVEMENT,0
37,134000.0,0.7,OTHER,568,0.242,1,20300.0,EDUCATION,1
28,24700.0,0.7,RENT,729,0.602,2,6200.0,VENTURE,1
27,34700.0,4.3,MORTGAGE,657,0.367,1,10200.0,PERSONAL,1
57,52600.0,10.5,OWN,639,0.112,0,6100.0,HOME_IMPROVEMENT,0
55,40400.0,1.7,RENT,702,0.411,1,9900.0,PERSONAL,0
23,59900.0,1.0,RENT,648,0.435,0,22500.0,MEDICAL,0
25,77500.0,1.1,OTHER,750,0.269,2,11700.0,HOME_IMPROVEMENT,0
40,71300.0,5.2,OWN,628,0.346,1,16700.0,DEBT_CONSOLIDATION,0
64,66500.0,11.7,RENT,766,0.358,0,17000.0,DEBT_CONSOLIDATION,0
43,112400.0,15.6,OTHER,658,0.342,4,40000.0,HOME_IMPROVEMENT,0
63,22100.0,13.6,MORTGAGE,469,0.202,2,3400.0,EDUCATION,1
60,102800.0,14.8,RENT,595,0.314,2,36000.0,HOME_IMPROVEMENT,0
29,39900.0,3.5,OTHER,651,0.206,2,11100.0,HOME_IMPROVEMENT,0
43,72600.0,8.2,MORTGAGE,689,0.302,1,21100.0,DEBT_CONSOLIDATION,0
30,29300.0,1.7,MORTGAGE,652,0.074,0,1700.0,EDUCATION,1
57,31100.0,17.7,OWN,604,0.19,1,5100.0,EDUCATION,0
35,68300.0,0.1,MORTGAGE,802,0.365,0,4100.0,VENTURE,0
42,18700.0,5.9,MORTGAGE,772,0.3,0,4600.0,DEBT_CONSOLIDATION,0
50,80400.0,12.8,OWN,563,0.444,1,27100.0,MEDICAL,0
64,92000.0,13.2,RENT,592,0.502,1,15700.0,PERSONAL,1
57,53600.0,18.6,OWN,685,0.147,1,5600.0,VENTURE,0
60,52600.0,2.2,RENT,647,0.053,2,7100.0,PERSONAL,0
29,32300.0,3.9,MORTGAGE,441,0.519,3,7800.0,VENTURE,1
61,68700.0,6.1,MORTGAGE,602,0.522,2,21300.0,DEBT_CONSOLIDATION,1
53,58300.0,5.5,MORTGAGE,718,0.393,1,16400.0,DEBT_CONSOLIDATION,0
65,30900.0,3.9,OWN,668,0.372,1,11700.0,HOME_IMPROVEMENT,0
21,40300.0,1.1,OWN,585,0.225,1,14400.0,HOME_IMPROVEMENT,1
22,45300.0,0.2,OWN,615,0.54,3,2800.0,PERSONAL,1
73,40300.0,7.7,RENT,642,0.121,3,11600.0,DEBT_CONSOLIDATION,1
54,24800.0,7.9,RENT,850,0.169,0,4500.0,DEBT_CONSOLIDATION,0
25,69500.0,1.6,RENT,662,0.481,3,10000.0,EDUCATION,1
59,43400.0,15.1,RENT,602,0.248,3,8800.0,HOME_IMPROVEMENT,1
66,49400.0,7.4,MORTGAGE,804,0.295,1,15400.0,DEBT_CONSOLIDATION,1
45,36700.0,5.1,MORTGAGE,706,0.381,1,6700.0,DEBT_CONSOLIDATION,0
48,62200.0,1.0,MORTGAGE,595,0.343,2,20600.0,EDUCATION,0
75,54100.0,9.0,RENT,661,0.519,2,10700.0,VENTURE,0
26,89900.0,1.6,OWN,644,0.296,2,3100.0,VENTURE,1
71,62300.0,3.6,MORTGAGE,703,0.647,1,16100.0,EDUCATION,0
68,44300.0,23.3,OWN,559,0.235,2,14100.0,DEBT_CONSOLIDATION,0
46,33900.0,7.3,MORTGAGE,564,0.139,5,5000.0,EDUCATION,1
31,75600.0,3.5,MORTGAGE,639,0.112,1,7500.0,DEBT_CONSOLIDATION,0
57,42600.0,13.5,OWN,589,0.368,5,11300.0,EDUCATION,1
58,45000.0,1.8,MORTGAGE,741,0.405,1,7000.0,DEBT_CONSOLIDATION,0
39,45000.0,6.6,OWN,577,0.41,2,16400.0,PERSONAL,1
28,40100.0,0.9,OWN,850,0.121,0,12500.0,HOME_IMPROVEMENT,0
40,45400.0,14.0,MORTGAGE,647,0.103,1,8900.0,PERSONAL,0
18,128400.0,0.0,MORTGAGE,670,0.168,2,48800.0,HOME_IMPROVEMENT,0
63,29000.0,12.7,RENT,688,0.701,3,4700.0,EDUCATION,1
54,32600.0,5.8,MORTGAGE,654,0.44,0,6400.0,HOME_IMPROVEMENT,0
38,97900.0,3.5,RENT,754,0.607,2,25800.0,DEBT_CONSOLIDATION,0
43,40600.0,2.7,OWN,671,0.237,1,8800.0,HOME_IMPROVEMENT,0
63,39100.0,9.0,MORTGAGE,618,0.164,1,6000.0,VENTURE,0
53,82200.0,8.7,MORTGAGE,550,0.242,1,14300.0,PERSONAL,1
71,24100.0,7.0,OWN,691,0.603,2,8500.0,DEBT_CONSOLIDATION,1
40,73900.0,5.1,OWN,733,0.52,1,6700.0,EDUCATION,0
74,50200.0,6.0,MORTGAGE,558,0.631,0,7100.0,DEBT_CONSOLIDATION,1
18,61800.0,0.0,MORTGAGE,629,0.532,0,5700.0,MEDICAL,0
71,61300.0,23.0,OWN,737,0.557,0,13000.0,VENTURE,0
72,35800.0,20.3,OWN,591,0.415,3,3100.0,DEBT_CONSOLIDATION,0
68,82900.0,16.1,RENT,591,0.369,2,6500.0,EDUCATION,1
57,37200.0,2.0,OWN,647,0.527,1,12600.0,MEDICAL,0
32,60100.0,1.2,RENT,765,0.225,0,17200.0,MEDICAL,0
38,91000.0,10.1,RENT,733,0.152,1,7700.0,DEBT_CONSOLIDATION,0
64,97700.0,2.5,RENT,765,0.42,2,15700.0,DEBT_CONSOLIDATION,0
26,42900.0,1.7,OWN,580,0.219,1,15800.0,PERSONAL,0
70,61800.0,25.6,OWN,607,0.203,2,21600.0,HOME_IMPROVEMENT,0
26,41000.0,2.8,RENT,645,0.263,0,11100.0,PERSONAL,0
27,171400.0,1.9,MORTGAGE,635,0.254,0,14900.0,EDUCATION,0
69,72400.0,4.3,MORTGAGE,597,0.473,2,11400.0,VENTURE,1
74,51100.0,2.7,MORTGAGE,698,0.252,0,13700.0,HOME_IMPROVEMENT,0
70,57300.0,7.5,OWN,529,0.257,1,13300.0,DEBT_CONSOLIDATION,0
43,60100.0,3.0,RENT,671,0.464,1,13900.0,VENTURE,1
58,61000.0,11.9,RENT,792,0.481,0,10900.0,EDUCATION,0
52,43500.0,14.0,RENT,666,0.495,1,2500.0,EDUCATION,1
69,40200.0,4.9,MORTGAGE,593,0.345,2,2800.0,HOME_IMPROVEMENT,1
42,45400.0,2.2,MORTGAGE,557,0.607,3,15300.0,EDUCATION,1
43,27700.0,8.3,MORTGAGE,688,0.1,1,9900.0,VENTURE,1
28,70200.0,0.5,OWN,798,0.24,1,25200.0,EDUCATION,0
55,32800.0,8.0,OWN,677,0.086,1,6800.0,DEBT_CONSOLIDATION,0
19,28900.0,0.7,OWN,633,0.283,0,10900.0,VENTURE,0
24,48700.0,0.6,MORTGAGE,598,0.164,0,16500.0,DEBT_CONSOLIDATION,0
35,45900.0,0.6,OWN,541,0.635,3,7700.0,VENTURE,0
44,55500.0,3.3,OTHER,681,0.673,1,5700.0,DEBT_CONSOLIDATION,0
51,36900.0,17.0,OTHER,531,0.347,3,11000.0,VENTURE,0
44,40300.0,8.1,OWN,733,0.746,2,12000.0,MEDICAL,0
34,69300.0,2.0,MORTGAGE,710,0.518,2,24800.0,MEDICAL,0
60,67200.0,1.2,RENT,642,0.161,2,2300.0,PERSONAL,1
61,65800.0,9.5,OTHER,711,0.606,1,9900.0,EDUCATION,0
68,49900.0,3.1,RENT,673,0.358,1,1700.0,VENTURE,1
71,53300.0,19.7,MORTGAGE,711,0.603,3,5300.0,DEBT_CONSOLIDATION,0
41,55000.0,4.2,OWN,731,0.293,1,9400.0,DEBT_CONSOLIDATION,1
42,35300.0,2.3,MORTGAGE,639,0.287,4,2600.0,MEDICAL,0
24,102400.0,1.8,MORTGAGE,556,0.642,4,33900.0,DEBT_CONSOLIDATION,1
69,95400.0,1.4,MORTGAGE,840,0.135,0,8500.0,HOME_IMPROVEMENT,0
23,72900.0,0.2,RENT,642,0.384,1,12600.0,EDUCATION,0
70,39600.0,14.3,MORTGAGE,625,0.248,2,12900.0,HOME_IMPROVEMENT,0
41,64200.0,1.7,RENT,695,0.251,1,3900.0,MEDICAL,0
50,80000.0,10.0,OWN,644,0.44,3,20200.0,VENTURE,0
66,26600.0,20.7,MORTGAGE,559,0.162,2,10100.0,MEDICAL,0
46,114400.0,9.9,MORTGAGE,564,0.647,1,21300.0,MEDICAL,0
60,20500.0,6.1,MORTGAGE,588,0.298,4,2700.0,PERSONAL,1
39,69700.0,9.0,RENT,688,0.621,0,26400.0,DEBT_CONSOLIDATION,0
43,101400.0,2.8,MORTGAGE,604,0.224,3,3100.0,HOME_IMPROVEMENT,0
45,46300.0,14.0,RENT,734,0.688,0,6500.0,EDUCATION,0
67,45500.0,14.6,OTHER,647,0.405,0,15100.0,EDUCATION,0
38,68400.0,1.5,RENT,653,0.637,1,5100.0,DEBT_CONSOLIDATION,1
66,123700.0,0.5,MORTGAGE,664,0.208,2,5100.0,MEDICAL,1
24,42600.0,2.5,MORTGAGE,576,0.543,1,8300.0,HOME_IMPROVEMENT,0
34,33200.0,3.4,OWN,762,0.235,3,5100.0,VENTURE,0
37,39700.0,2.7,MORTGAGE,684,0.491,1,12900.0,EDUCATION,1
58,22600.0,6.9,OTHER,646,0.48,2,3700.0,MEDICAL,1
66,76800.0,2.5,OWN,617,0.314,0,20900.0,DEBT_CONSOLIDATION,0
37,37900.0,3.6,RENT,616,0.333,1,8900.0,MEDICAL,1
71,44200.0,12.2,RENT,567,0.279,1,11000.0,PERSONAL,1
39,77300.0,10.1,OTHER,553,0.467,2,16300.0,DEBT_CONSOLIDATION,1
45,40600.0,8.2,MORTGAGE,553,0.491,3,3100.0,PERSONAL,1
57,71600.0,17.1,MORTGAGE,745,0.216,1,2700.0,MEDICAL,1
66,29200.0,4.8,OWN,598,0.49,1,6800.0,DEBT_CONSOLIDATION,1
24,79200.0,1.8,RENT,573,0.465,1,20900.0,PERSONAL,0
18,58200.0,0.0,OWN,763,0.172,0,17200.0,PERSONAL,0
49,46900.0,1.0,MORTGAGE,664,0.262,0,13800.0,PERSONAL,1
30,52300.0,3.0,MORTGAGE,566,0.534,3,15700.0,DEBT_CONSOLIDATION,0
47,25800.0,11.1,MORTGAGE,705,0.221,1,1200.0,EDUCATION,0
40,51700.0,5.2,MORTGAGE,776,0.525,1,5400.0,HOME_IMPROVEMENT,0
68,45700.0,13.6,MORTGAGE,714,0.534,0,13600.0,EDUCATION,0
73,26100.0,17.6,RENT,671,0.407,1,2200.0,DEBT_CONSOLIDATION,1
36,35000.0,7.8,OWN,697,0.25,0,3400.0,DEBT_CONSOLIDATION,0
49,46000.0,2.0,RENT,755,0.385,0,12500.0,VENTURE,0
47,36200.0,2.4,MORTGAGE,798,0.273,0,11900.0,HOME_IMPROVEMENT,0
46,15000.0,7.2,OWN,583,0.246,2,1800.0,EDUCATION,0
66,84000.0,12.5,RENT,661,0.237,2,19000.0,EDUCATION,0
62,45700.0,15.1,OWN,708,0.279,0,4100.0,PERSONAL,0
46,15700.0,2.2,RENT,673,0.315,3,2100.0,HOME_IMPROVEMENT,1
47,142600.0,13.7,RENT,702,0.344,1,24600.0,DEBT_CONSOLIDATION,0
33,91200.0,1.5,MORTGAGE,836,0.415,0,24900.0,DEBT_CONSOLIDATION,1
57,41200.0,1.6,MORTGAGE,639,0.249,1,9900.0,VENTURE,0
36,32200.0,0.3,MORTGAGE,546,0.63,1,2100.0,HOME_IMPROVEMENT,1
35,60000.0,2.8,RENT,808,0.616,0,7600.0,VENTURE,1
18,54200.0,0.0,MORTGAGE,801,0.657,1,20400.0,EDUCATION,0
31,64300.0,2.6,RENT,703,0.753,3,16500.0,PERSONAL,1
68,32200.0,21.1,MORTGAGE,620,0.762,2,8800.0,DEBT_CONSOLIDATION,1
64,84900.0,12.7,MORTGAGE,728,0.204,1,8000.0,VENTURE,0
67,38700.0,10.4,OWN,662,0.453,2,14900.0,VENTURE,0
19,68900.0,0.1,MORTGAGE,635,0.219,3,6500.0,DEBT_CONSOLIDATION,0
71,32900.0,1.6,RENT,605,0.205,4,4100.0,HOME_IMPROVEMENT,1
45,184300.0,5.3,OWN,658,0.416,1,26000.0,EDUCATION,0
66,69400.0,3.4,OWN,703,0.13,3,14300.0,EDUCATION,0
67,207300.0,10.6,OWN,673,0.341,0,2600.0,DEBT_CONSOLIDATION,0
47,74100.0,2.1,MORTGAGE,730,0.387,2,22300.0,HOME_IMPROVEMENT,1
55,37000.0,13.3,MORTGAGE,642,0.487,2,2300.0,DEBT_CONSOLIDATION,0
68,74200.0,15.8,MORTGAGE,626,0.458,1,2500.0,DEBT_CONSOLIDATION,0
